ladin	italian	english	resource
En particolèr l D.P.R. n. 405 del 1988, col disciplinèr chela che vegn dit "provinzialisazion de la scola" perl Trentin - schecondir l trasferiment dal Stat a la Provinzia Autonoma de la competenzes en materia de ordenament scolastich - l metea a jir l derit a l'ensegnament del ladin de la popolèra e de la cultura ladina te l'àmbit de l'autra materies te duta la scoles de l'obligh e l pervedea la prezedenza a tor sù l personèl dozent che desmostrèa la cognoscenza del lengaz ladin.	In particolare il D.P.R. n. 405 del 1988, disciplinando la cosiddetta "provincializzazione della scuola" per il Trentino - vale a dire il trasferimento dallo Stato alla Provincia Autonoma delle competenze in materia di ordinamento scolastico - introduceva il diritto all'insegnamento del ladino nelle scuole elementari e della cultura ladina nell'ambito delle altre discipline in tutte le scuole dell'obbligo e prevedeva la precedenza nelle assunzioni per il personale docente che dimostrava la conoscenza della lingua ladina.	In particular, Presidential Decree no. 405 of 1988, regulating the so-called "provincialisation of the school" for Trentino - i.e. the transfer from the State to the Autonomous Province of competences in the field of school organisation - introduced the right to teach Ladin in primary schools and Ladin culture within the framework of the other disciplines in all compulsory schools and provided for priority in recruitment for teaching staff who demonstrated knowledge of the Ladin language.	intervento1
Te Comun general vegn metù sù l'ofize zentrèl circoscrizionèl, nominà dal Procurador.	Presso il Comun general è istituito l'ufficio centrale circoscrizionale, nominato dal Procurador.	A central circumscription office, appointed by the Procurador, is established at the Comun general.	fascia
L Comun general, ence en atuazion de l'artìcol 01 del decret legislatif n. 592 del 1993, l stravèrda e l porta inant, tant inant che l'é de sia competenza, la carateristiches etniches e culturèles de la popolazion ladina che stèsc tel teritorie de la provinzia de Trent ence slarian fora la cognoscenza del lengaz ladin e de sia doura, ence ti raporc anter la jent.	Il Comun general, anche in attuazione dell'articolo 01 del decreto legislativo 16 dicembre 1993, n. 592, tutela e promuove, nell'ambito delle proprie competenze, le caratteristiche etniche e culturali della popolazione ladina residente nel territorio della provincia di Trento anche attraverso la diffusione della conoscenza della lingua ladina e del suo impiego anche nei rapporti tra privati.	The Comun general, also in the implementation of Article 01 of the legislative decree no. 592 of 16 December 1993, protects and promotes, within its own competences, the ethnic and cultural characteristics of the Ladin population living in the territory of the Province of Trento also through the diffusion of the knowledge of the Ladin language and its use also in the relationships between private citizens.	fascia
De dèr fora la direzions, i órdegn e la istruzions al personal subordenà, col controlèr l'atività de manejament fata dai dependenc e col fissèr livìe de fazion e de rendiment per la verificazion di resultac.	Ad emanare direttive, ordini ed istruzioni al personale subordinato, vigilando sull'attività di gestione da questo svolta e determinando gli indicatori di efficienza ed efficacia per la verifica dei risultati.	To issue directives, orders and instructions to subordinate personnel, supervising the management activity carried out by them and determining the efficiency and effectiveness indicators for the verification of results.	moena
L'era ence de besegn de ge arsegurèr a ogne Ent, soraldut a chi più picoi, la valiva degnità e donca la valiva oportunitèdes en materia de formazion de personèl e de desponibilità de strumenc e de ressorses per meter a jir pian pianl'atività de traduzion de la documentazion; chest ence acioche no sozede che l "bilinguism" vegne metù a jir te desvaliva manieres sun n teritorie che aboncont l'é segur picol e che cognessa scheesser dut un dal pont de veduda linguistich e sozio-culturèl.	Nondimeno necessario era garantire ad ogni Ente, soprattutto a quelli di più ridotte dimensioni, "pari dignità" e quindi "pari opportunità" in materia di formazione di personale e di disponibilità di strumenti e di risorse per avviare gradualmente l'attività di traduzione degli atti; ciò anche per evitare un'applicazione differenziata del "bilinguismo" in una realtà territoriale tutto sommato limitata e sicuramente omogenea sotto il profilo linguistico e socio-culturale.	Nonetheless, it was necessary to guarantee each authority, especially the smaller ones, "equal dignity" and therefore "equal opportunities" in terms of staff training and the availability of tools and resources to gradually start the activity of translating acts; this was also to avoid a differentiated application of "bilingualism" in an all in all limited territorial reality that is certainly homogeneous from a linguistic and socio-cultural point of view.	intervento1
Manejament finanièr.	La gestione finanziaria.	Financial management.	moena
Vegn metù sù la consulta per la valiva oportunitèdes de Fascia con funzions de promozion, proponeta e consulenza di orghegn del Comun general de Fascia.	È istituita la consulta per le pari opportunità della Val di Fassa con funzioni di promozione, proposta e consulenza degli organi del Comun general de Fascia.	The equal opportunities council of the Val di Fassa is established with the function of promoting, proposing and advising the bodies of the Comun general de Fascia.	fascia
Amò per de autra particolaritèdes Moena se tol fora tel ciamp religious e zivil.	Altre peculiarità la contraddistinguono in ambito religioso e civile.	Other peculiarities distinguish it in the religious and civil spheres.	moena
Su la basa de la direzions pervedudes dal Consei, l nominea, designea e revochea, i rapresentanc del Comun ti enc, te la aziendes e istituzions, e de chest l met en consaputa l Consei te la sentèda che vegn tegnuda sobito dò.	Nomina, designa e revoca, sulla base degli indirizzi stabiliti dal consiglio, i rappresentanti del Comune presso enti, aziende ed istituzioni, dandone comunicazione al consiglio nella seduta successiva.	Appoints, appoints and revokes, on the basis of the guidelines established by the council, the representatives of the municipality in bodies, companies and institutions, informing the council at its next meeting.	moena
Revijion del statut e desposizions tranjitories e finèles	Revisione dello statuto e disposizioni transitorie e finali	Revision of the Statute and Transitional and Final Provisions	fascia
L cost di servijes che no vegn sport a duc i comuns l ge vegn ciarià sù, al net de entrèdes che se n cajo fossa leèdes al servije medemo, ai sìngoi comunn che se emprevèl e per la pèrt de sia competenza.	Il costo dei servizi la cui erogazione non è estesa alla totalità dei comuni è addebitato, al netto degli eventuali proventi direttamente connessi con la fruizione del servizio, ai singoli comuni beneficiari per la parte di propria competenza.	The cost of services the provision of which is not extended to all municipalities is charged, net of any income directly related to the use of the service, to the individual beneficiary municipalities for their share.	fascia
Ma no ge lasciaron pa fèr chel che l vel, noe?	Ma non lo lasceremo fare, vero?	But he's not getting away with it, is he?	montipallidi
Aa-gar tol na striscia de  curam entorcolèda, longia e forta, l la engropa da na man sunsom al bachet e l sforza coi  brac, dobian l legn fi n béleche che l se rompìa: dapodò co la mans sveltes e segures l'engropa l'auter ciavez de la corda da l'autra man del bachet: l'archet l'era fat e vertie per esser  durà.	Aa-gar  prese una lunga e robusta striscia di cuoio intrecciato; ne annodò un capo alla cima del bastone e fece forza con le braccia, piegando il legno fino al limite di rottura: poi con mani veloci e sicure annodò l'altro capo della striscia all'estremità opposta ed ecco l'arco pronto ad  entrare in funzione.	Aa-gar took a long, strong strip of woven leather; he knotted one end of it to the top of the stick and forced it down with his arms, bending the wood to the breaking point: then with quick, sure hands he knotted the other end of the strip at the opposite end and there was the bow ready to go.	amervolesse
Per fèr front a la domana semper maora de alfabetisazion per ladin, vegn endrezà ogne an una o più sescions de corsc per ladins e per no ladins, separèdes te doi livìe de studie (prinzipianc e avanzé) che va inant sche per 36/40 ores ogne cors, slarièdes fora su 8/10 setemènes en dut.	Per far fronte alla crescente domanda di alfabetizzazione in lingua ladina, vengono organizzate ogni anno una o due sessioni di corsi per ladinofoni e non-ladinofoni, distinte in due livelli di apprendimento (principianti ed avanzati), della durata di circa 36/40 ore per corso e distribuite su 8/10 settimane.	In order to meet the growing demand for Ladin language literacy, one or two sessions of courses are organised each year for Ladin and non-Ladin speakers, divided into two levels of learning (beginners and advanced), lasting approximately 36/40 hours per course and spread over 8/10 weeks.	intervento1
