ladin	italian	english	resource
Do dai 30 de jugn 2024 no l vegnarà più ametù de se palesèr de contra al fat che vegne ciarià i dac dant dai 19 de mé 2020 tel FSE.	Dopo il 30 giugno 2024 non sarà più possibile revocare l'opposizione al caricamento nel FSE dei dati antecedenti al 19 maggio 2020.	After 30 June 2024, it will no longer be possible to revoke the opposition to the loading of data prior to 19 May 2020 into the ESF.	comunicato1032
L azes al sistem TS l vegnarà fat tras identità digitèla - SPID (Sistem publich de identità digitèla), CIE (chèrta d'identità eletronica), CNS (Chèrta Nazionèla di Servijes) - opuramenter col scriver ite i dac del codesc fiscal e numer de la tessera sanitèra col di de termin, opuramenter se no se à l codesc fiscal, col scriver ite l codesc STP ("Straniero Temporaneamente Presente") con aldò la di che l é stat dat fora document.	L'accesso al sistema TS avverrà tramite identità digitale - SPID (Sistema pubblico di identità digitale), CIE (carta d'identità elettronica), CNS (Carta Nazionale dei Servizi) - oppure inserendo i dati relativi al codice fiscale e numero della tessera sanitaria con relativa data di scadenza o, in assenza di codice fiscale, inserendo il codice STP (Straniero Temporaneamente Presente) e relativa data di rilascio.	Access to the TS system will be by means of digital identity - SPID (Sistema pubblico di identità digitale), CIE (carta d'identità elettronica), CNS (Carta Nazionale dei Servizi) - or by entering tax code data and health card number with relative expiry date or, in the absence of a tax code, by entering the STP (Straniero Temporaneamente Presente) code and relative date of issue.	comunicato1032
Tel cajo che l zitadin no l aessa i strumenc che l vegn domanà per poder jir ite enstes tel sistem TS, l pel dutun fèr valer l derit de opojizion. L pel jir tras apuntament, te un di ofizies de Apss.	Qualora il cittadino non disponga di strumenti necessari per accedere in autonomia al sistema TS, può comunque esercitare il diritto all'opposizione recandosi, con appuntamento, in uno degli sportelli di Apss.	If citizens do not have the necessary tools to access the TS system independently, they can still exercise their right to object by going to one of the Apss counters by appointment.	comunicato1032
Per poder s'emprevaler del didament de la Apss bèsta chiamèr su l numer 116117 (demò per l Primier l numer l é 800 016 017), e chiò l vegnarà tout su la domanes.	Per avvalersi del supporto dell'Apss basta telefonare al numero unico 116117 (solo per il Primiero il numero è 800 016 017), che raccoglierà le richieste.	In order to avail of the Apss support, it is sufficient to phone the unique number 116117 (only for Primiero the number is 800 016 017), which will collect the requests.	comunicato1032
L zitadin do l vegnarà contatà dal ofize più vejin a sia cèsa per se cordèr dessema sul apuntament.	Il cittadino sarà poi contattato dallo sportello più vicino al suo domicilio per concordare l'appuntamento.	The citizen will then be contacted by the counter closest to his home to arrange an appointment.	comunicato1032
L'oposizion a l'implementazion del FSE coi dac e i documenc dant dai 19 de mé 2020 no la comporta deguna conseguenza per la prestazions sanitères, ma sessaben i dac sanitères luré fora dant da chel di no i sarà a la leta per i dotores e i profescionisć sanitères che, coscita, no i podarà aer duta canta la informazions che revèrda l status de sanità del pazient, che les podessa dutun esser de utol per na diagnosi coche carenea e per dèr na maor calità de cura.	L'opposizione all'alimentazione del FSE con i dati e documenti antecedenti il 19 maggio 2020 non comporta conseguenze nell'erogazione delle prestazioni sanitarie, ma i dati sanitari creati antecedentemente tale data non saranno disponibili per i medici e i professionisti sanitari che, dunque, non avranno a disposizione la completezza delle informazioni sullo stato di salute dell'assistito, potenzialmente utili per una diagnosi appropriata e una maggiore qualità della cura.	Opposition to feeding the ESF with data and documents prior to 19 May 2020 does not entail any consequences in the provision of healthcare services, but health data created prior to that date will not be available to doctors and healthcare professionals who, therefore, will not have at their disposal the complete information on the patient's state of health, potentially useful for an appropriate diagnosis and a higher quality of care.	comunicato1032
L'idea de la campagna la é stata lurèda fora a peèr via dal logo e dai materièi enjigné ca dal Departiment per l tramudament al digitèl de la Presidenza del Consei di Ministres co la adatèr aldò de la informazions che revèrda la Provinzia autonoma de Trent.	La creatività della campagna è stata sviluppata a partire dal logo e dai materiali elaborati dal Dipartimento per la trasformazione digitale della Presidenza del Consiglio dei Ministri personalizzandola con le informazioni relative alla Provincia autonoma di Trento.	The creativity of the campaign was developed starting from the logo and materials elaborated by the Department for Digital Transformation of the Presidency of the Council of Ministers, customising it with the information related to the Autonomous Province of Trento.	comunicato1032
Per aer maor informazions su la campagna se pel chiamèr su l numer 116117 (demò per l Primier 800016017) opuramenter l è a la leta i link:	Maggiori informazioni sulla campagna possono essere richieste al numero 116117 (solo per il Primiero 800016017) oppure sono disponibili ai link:	More information on the campaign can be obtained by calling 116117 (only for Primiero 800016017) or are available at the links:	comunicato1032
Statut del Comun general de Fascia	Statuto del Comun general de Fascia    	Statute of the Comun general de Fascia    	fascia
Ìnesc	Indice	Index	fascia
Paroles dantfora 	Preambolo 	Preamble 	fascia
Chest statut met sù l Comun general de Fascia, aldò de la Costituzion de la Republica e di prinzipies metui a fondament de la integrazion europeèna e de la cooperazion internazionèla per la defendura di deric fondamentèi de l'om e de la mendranzes linguistiches, en aplicazion del Statut spezial e de sia normes de atuazion, de la lege provinzièla dai 16 de jugn 2006 e dò la volontà palesèda con stimes a una di comuns de Ciampedel, Cianacei, Mazin, Moena, Poza, Soraga e Vich, dò l cors de la istoria de la Val de Fascia con ispirazion e leam ai valores universèi de l'umanità, olache dantfora vegn metù soraldut i valores cristiegn, che fèsc pèrt de sia lengia istoria e tegnù cont ence de la fontènes de derit internazionèl e soraldut de la Convenzion de Parigi del 2007 su la defendura e la promozion de la desferenzes anter la cultures.	Questo statuto costituisce il Comun general de Fascia, in armonia con la Costituzione della Repubblica e con i principi posti a fondamento dell'integrazione europea e della cooperazione internazionale per la tutela dei diritti fondamentali dell'uomo e delle minoranze linguistiche, in applicazione dello Statuto speciale e delle sue norme di attuazione, della legge provinciale 16 giugno 2006, n. 3, e in base alla volontà espressa dai comuni di Campitello di Fassa - Ciampedel, Canazei - Cianacei, Mazzin - Mazin, Moena, Pozza di Fassa - Poza, Soraga e Vigo di Fassa - Vich, in continuità con la storia della Val di Fassa, ispirandosi ai valori universali dell'umanità, con particolare riguardo ai valori cristiani, che fanno parte della propria storia plurisecolare, e tenendo conto altresì delle fonti di diritto internazionale ed in particolare della Convenzione di Parigi sulla protezione e la promozione della diversità delle espressioni culturali del 2007.	This statute constitutes the Comun general de Fascia, in harmony with the Constitution of the Republic and with the principles underpinning European integration and international cooperation for the protection of fundamental human rights and linguistic minorities, in application of the Special Statute and its implementing rules, Provincial Law no. 3 of 16 June 2006, no. 3, and on the basis of the will expressed by the municipalities of Campitello di Fassa - Ciampedel, Canazei - Cianacei, Mazzin - Mazin, Moena, Pozza di Fassa - Poza, Soraga and Vigo di Fassa - Vich, in continuity with the history of the Val di Fassa, inspired by the universal values of humanity with particular regard to Christian values, which are part of its centuries-old history, and also taking into account the sources of international law and in particular the Paris Convention on the Protection and Promotion of the Diversity of Cultural Expressions of 2007.	fascia
L statut arsegura l'autonomìa de la comunanza che vif sun sie teritorie, l disciplinea la formes e la modalitèdes de ejercizie de la funzion de govern, che se poja sul consens de sie sentadins e su la partezipazion di comuns, e la arsegura l svelup zivil, culturèl, economich e sozièl, col fin de stravardèr e portèr inant la cultura ladina de sie popul storich, leà idealmenter a duta la comunanza ladina.	Lo statuto garantisce l'autonomia della comunità insediata nel suo territorio, disciplina le forme e le modalità di esercizio della funzione di governo, fondata sul consenso dei propri cittadini e sulla partecipazione dei comuni, diretta ad assicurarne lo sviluppo civile, culturale, economico e sociale e finalizzata a tutelare e promuovere la cultura ladina della sua popolazione storicamente insediata nel territorio e idealmente unita con tutta la comunità ladina.	The statute guarantees the autonomy of the community settled in its territory, regulates the forms and methods of exercising the function of government, based on the consent of its citizens and the participation of the municipalities, aimed at ensuring its civil, cultural, economic and social development and aimed at protecting and promoting the Ladin culture of its population historically settled in the territory and ideally united with the entire Ladin community.	fascia
Mìngol de istoria 	Cenni storici 	Historical background 	fascia
I VALORES DE LA COMUNITÀ DE FASCIA TI FAC, TI DOCUMENTS E TI SÌMBOI DE SIA ISTORIA 	I VALORI DELLA COMUNITÀ DI FASSA NEI FATTI, NEI DOCUMENTI E NEI SIMBOLI DELLA SUA STORIA 	THE VALUES OF THE COMMUNITY OF FASSA IN THE FACTS, DOCUMENTS AND SYMBOLS OF ITS HISTORY 	fascia
Al scomenz del XVII centené, te la sala dant da la canzelarìa del consei aulich tel palaz episcopal de Persenon, l'é stat depent i blasons de duta la giuirisdizions sot l'autorità del piscop da Persenon.	All'inizio del XVII secolo, nell'anticamera della cancelleria del consiglio aulico nel palazzo vescovile di Bressanone, furono dipinti gli stemmi di tutte le giurisdizioni soggette all'autorità del vescovo brissinese.	At the beginning of the 17th century, the coats of arms of all the jurisdictions under the authority of the bishop of Brixen were painted in the antechamber of the chancellery of the court council in the bishop's palace in Brixen.	fascia
